Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,CashbackAmount_log,DaySinceLastOrder_log,NumberOfDeviceRegistered_log,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,DevicesPerAddress,CashbackPerTenure
28.0,29.0,4,3,5,0,8.0,299.26,0,5.7046487659841585,2.1972245773362196,1.6094379124341003,True,False,False,False,True,False,0.6666666666666666,10.319310344827587
9.0,20.0,3,5,2,1,8.0,122.35,0,4.815025842975365,2.1972245773362196,1.3862943611198906,False,False,True,False,False,False,1.0,12.235
5.0,31.0,4,1,4,0,5.0,177.38,0,5.183916106238061,1.791759469228055,1.6094379124341003,False,True,False,False,False,True,0.8,29.563333333333333
0.0,6.0,3,3,1,0,2.0,148.98,0,5.010501951873243,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,1.5,148.98
9.0,30.0,4,3,6,1,3.0,120.28,1,4.7981019218940615,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,0.5714285714285714,12.028
15.0,14.0,1,4,7,1,0.0,123.72,0,4.826071224749521,0.0,0.6931471805599453,False,True,False,False,False,False,0.125,7.7325
0.0,30.0,5,2,2,1,0.0,111.18,1,4.7201047240801906,0.0,1.791759469228055,False,False,True,False,False,True,1.6666666666666667,111.18
5.0,15.0,2,4,11,0,3.0,146.09,0,4.991044644331252,1.3862943611198906,1.0986122886681096,False,False,True,False,False,True,0.16666666666666666,24.348333333333333
5.0,10.0,4,5,3,1,4.0,155.65,0,5.054014017398201,1.6094379124341003,1.6094379124341003,False,False,True,False,True,False,1.0,25.941666666666666
15.0,8.0,3,5,1,0,7.0,276.65,0,5.626361327687616,2.0794415416798357,1.3862943611198906,True,False,False,False,False,False,1.5,17.290625
2.0,15.0,4,1,3,0,3.0,158.1,0,5.069532935343741,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,1.0,52.699999999999996
1.0,15.0,3,4,2,0,3.0,173.51,0,5.161982046590779,1.3862943611198906,1.3862943611198906,False,True,False,False,False,False,1.0,86.755
24.0,9.0,4,3,4,1,8.0,317.37,0,5.763214228425613,2.1972245773362196,1.6094379124341003,False,False,False,True,True,False,0.8,12.6948
16.0,31.0,4,5,3,1,9.0,199.06,0,5.2986173215570345,2.302585092994046,1.6094379124341003,False,False,False,False,False,False,1.0,11.709411764705882
1.0,14.0,6,3,3,1,7.0,185.74,1,5.22971727505578,2.0794415416798357,1.9459101490553132,False,True,False,False,False,True,1.5,92.87
0.0,11.0,3,3,2,1,0.0,128.51,1,4.863758098235496,0.0,1.3862943611198906,False,False,True,False,False,True,1.0,128.51
29.0,15.0,3,2,8,0,47.0,211.03,0,5.356727774094459,3.8712010109078907,1.3862943611198906,True,False,False,False,False,False,0.3333333333333333,7.0343333333333335
20.0,14.0,4,3,4,0,1.0,177.58,0,5.185036680089071,0.6931471805599453,1.6094379124341003,False,True,False,False,False,False,0.8,8.456190476190477
20.0,11.0,3,3,5,0,1.0,283.0,0,5.648974238161206,0.6931471805599453,1.3862943611198906,False,False,False,True,False,False,0.5,13.476190476190476
7.0,9.0,5,5,4,0,12.0,147.59,0,5.001190835268256,2.5649493574615367,1.791759469228055,False,True,False,False,False,True,1.0,18.44875
19.0,13.0,3,3,3,0,0.0,152.58,0,5.034221603902398,0.0,1.3862943611198906,False,True,False,False,False,False,0.75,7.6290000000000004
9.0,10.0,4,1,8,0,9.0,203.23,0,5.319246809729067,2.302585092994046,1.6094379124341003,False,False,False,False,True,False,0.4444444444444444,20.323
13.0,8.0,1,4,2,0,7.0,142.44,0,4.965916829296877,2.0794415416798357,0.6931471805599453,False,True,False,False,True,False,0.3333333333333333,10.174285714285714
6.0,7.0,4,4,3,0,10.0,187.2,0,5.23750522715128,2.3978952727983707,1.6094379124341003,False,True,False,False,True,False,1.0,26.74285714285714
10.0,16.0,4,2,3,1,0.0,166.94,0,5.1236067727554175,0.0,1.6094379124341003,False,True,False,False,True,False,1.0,15.176363636363636
9.0,9.0,4,1,3,0,3.0,145.14,0,4.984565066363071,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,1.0,14.514
1.0,15.0,6,5,3,0,2.0,149.51,0,5.014029527164271,1.0986122886681096,1.9459101490553132,False,False,True,False,True,False,1.5,74.755
1.0,8.0,4,4,1,0,4.0,132.01,0,4.890424313365205,1.6094379124341003,1.6094379124341003,False,False,True,False,False,False,2.0,66.005
12.0,16.0,3,5,3,0,7.0,153.77,0,5.041940143924668,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,0.75,11.82846153846154
5.0,7.0,3,1,2,0,7.0,204.22,0,5.324082574434063,2.0794415416798357,1.3862943611198906,False,False,False,False,True,False,1.0,34.03666666666667
8.0,14.0,4,3,2,1,8.0,148.08,0,5.004483074611057,2.1972245773362196,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,16.453333333333333
1.0,7.0,4,4,3,0,5.0,188.97,0,5.246866164956958,1.791759469228055,1.6094379124341003,False,True,False,False,True,False,1.0,94.485
0.0,14.0,1,3,8,0,2.0,135.17,0,4.913904105136484,1.0986122886681096,0.6931471805599453,False,False,True,False,True,False,0.1111111111111111,135.17
16.0,15.0,3,3,4,1,7.0,156.79,0,5.061265035047578,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,0.6,9.222941176470588
18.0,35.0,2,2,5,1,12.0,258.2,0,5.557599964478119,2.5649493574615367,1.0986122886681096,True,False,False,False,False,False,0.3333333333333333,13.589473684210526
5.0,12.0,4,1,3,0,3.0,179.76,0,5.197170184543079,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,1.0,29.959999999999997
6.0,10.0,3,4,6,0,7.0,130.55,0,4.879387007486302,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,0.42857142857142855,18.650000000000002
9.0,11.0,3,1,4,0,0.0,120.86,1,4.802872844820349,0.0,1.3862943611198906,False,True,False,False,True,False,0.6,12.086
9.0,8.0,4,3,2,0,0.0,175.96,0,5.17592371833397,0.0,1.6094379124341003,False,False,False,False,False,False,1.3333333333333333,17.596
24.0,11.0,3,4,2,1,10.0,240.26,0,5.485875190137238,2.3978952727983707,1.3862943611198906,True,False,False,False,True,False,1.0,9.6104
10.0,7.0,5,3,2,0,3.0,168.74,0,5.134267854541531,1.3862943611198906,1.791759469228055,False,True,False,False,True,False,1.6666666666666667,15.340000000000002
22.0,9.0,3,4,5,0,3.0,206.2,0,5.333684510385328,1.3862943611198906,1.3862943611198906,False,True,False,False,False,False,0.5,8.965217391304348
6.0,7.0,4,1,2,0,3.0,148.14,0,5.004885462115649,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,21.162857142857142
3.0,9.0,4,3,3,0,3.0,171.49,0,5.150339263776537,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,1.0,42.8725
0.0,14.0,3,4,2,1,0.0,124.72,1,4.834057211929367,0.0,1.3862943611198906,False,False,True,False,False,True,1.0,124.72
0.0,14.0,3,4,3,1,2.0,123.73,1,4.826151401137618,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,0.75,123.73
1.0,16.0,4,5,4,1,1.0,156.72,1,5.060821309009427,0.6931471805599453,1.6094379124341003,False,False,True,False,False,True,0.8,78.36
5.0,10.0,3,4,3,0,2.0,139.31,0,4.943854260405905,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,0.75,23.218333333333334
10.0,16.0,3,4,3,1,1.0,141.97,0,4.962634818041073,0.6931471805599453,1.3862943611198906,False,True,False,False,False,True,0.75,12.906363636363636
27.0,25.0,3,4,3,0,1.0,207.25,0,5.338739281046952,0.6931471805599453,1.3862943611198906,False,False,False,False,False,False,0.75,7.401785714285714
0.0,8.0,3,3,7,0,1.0,143.82,1,4.975491591960675,0.6931471805599453,1.3862943611198906,False,False,True,False,False,True,0.375,143.82
15.0,8.0,4,2,4,0,0.0,167.81,0,5.128773822113297,0.0,1.6094379124341003,False,True,False,False,False,True,0.8,10.488125
5.0,8.0,3,4,1,1,2.0,140.78,0,4.954276560426871,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,1.5,23.463333333333335
21.0,9.0,5,1,11,1,1.0,148.8,1,5.009301071083119,0.6931471805599453,1.791759469228055,False,False,True,False,True,False,0.4166666666666667,6.763636363636365
14.0,9.0,4,3,4,0,3.0,145.01,0,4.983675112513472,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.8,9.667333333333334
11.0,6.0,1,3,2,0,0.0,128.44,0,4.863217453310182,0.0,0.6931471805599453,False,False,True,False,False,False,0.3333333333333333,10.703333333333333
10.0,8.0,6,5,4,1,47.0,227.52,0,5.431623733856262,3.8712010109078907,1.9459101490553132,False,False,False,False,True,False,1.2,20.683636363636364
14.0,9.0,4,3,2,0,13.0,305.41,0,5.724924074409577,2.639057329615259,1.6094379124341003,False,False,False,True,True,False,1.3333333333333333,20.360666666666667
0.0,10.0,4,2,2,1,3.0,144.87,0,4.982715814098122,1.3862943611198906,1.6094379124341003,False,True,False,False,False,True,1.3333333333333333,144.87
19.0,31.0,4,4,3,0,5.0,146.77,0,4.995657010915543,1.791759469228055,1.6094379124341003,False,False,True,False,False,True,1.0,7.338500000000001
3.0,21.0,4,5,3,0,7.0,171.4,0,5.149817358229592,2.0794415416798357,1.6094379124341003,False,False,False,False,True,False,1.0,42.85
11.0,6.0,4,3,10,1,0.0,153.81,1,5.042198558552374,0.0,1.6094379124341003,False,False,False,False,False,True,0.36363636363636365,12.8175
3.0,18.0,3,3,1,0,4.0,165.77,0,5.116615617633488,1.6094379124341003,1.3862943611198906,False,True,False,False,False,True,1.5,41.4425
10.0,15.0,4,4,2,0,3.0,141.89,0,4.9620751034808785,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,1.3333333333333333,12.899090909090908
21.0,13.0,3,5,5,0,2.0,154.86,0,5.048958168415415,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,0.5,7.03909090909091
14.0,7.0,4,1,6,0,4.0,190.13,0,5.252953824796506,1.6094379124341003,1.6094379124341003,False,True,False,False,True,False,0.5714285714285714,12.675333333333333
9.0,14.0,1,5,10,0,47.0,217.13,0,5.385091215330075,3.8712010109078907,0.6931471805599453,False,False,False,False,True,False,0.09090909090909091,21.713
11.0,8.0,6,1,3,0,47.0,220.25,0,5.3992932838880385,3.8712010109078907,1.9459101490553132,False,True,False,False,True,False,1.5,18.354166666666668
5.0,6.0,3,5,2,0,0.0,129.56,0,4.871832891215797,0.0,1.3862943611198906,False,False,True,False,False,True,1.0,21.593333333333334
9.0,15.0,4,3,3,0,5.0,168.23,0,5.131258736419994,1.791759469228055,1.6094379124341003,False,False,True,False,False,True,1.0,16.823
28.0,10.0,4,5,4,0,6.0,184.4,0,5.2225156531317545,1.9459101490553132,1.6094379124341003,False,True,False,False,True,False,0.8,6.358620689655172
9.0,28.0,4,1,3,1,8.0,165.14,0,5.112830806410925,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,1.0,16.514
24.0,6.0,4,3,6,1,1.0,318.31,0,5.766162417739561,0.6931471805599453,1.6094379124341003,False,False,False,True,True,False,0.5714285714285714,12.7324
0.0,31.0,4,4,5,1,2.0,123.13,1,4.821329403527856,1.0986122886681096,1.6094379124341003,False,False,True,False,False,True,0.6666666666666666,123.13
4.0,11.0,3,5,1,0,7.0,199.36,0,5.300115748489416,2.0794415416798357,1.3862943611198906,False,True,False,False,False,True,1.5,39.872
2.0,15.0,3,3,10,0,2.0,129.74,0,4.873210618184584,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,0.2727272727272727,43.24666666666667
8.0,9.0,5,5,3,0,4.0,168.81,0,5.13468016495821,1.6094379124341003,1.791759469228055,False,False,True,False,False,True,1.25,18.756666666666668
1.0,12.0,4,2,3,0,1.0,135.51,0,4.916397872014886,0.6931471805599453,1.6094379124341003,False,False,True,False,False,True,1.0,67.755
31.0,25.0,4,2,8,0,47.0,230.12,0,5.44293705615798,3.8712010109078907,1.6094379124341003,False,False,False,False,False,True,0.4444444444444444,7.19125
17.0,7.0,3,1,5,1,2.0,131.95,0,4.889973117689029,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,0.5,7.330555555555555
10.0,19.0,3,1,2,0,7.0,142.85,0,4.968771089997557,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,1.0,12.986363636363636
1.0,20.0,4,5,4,0,3.0,167.33,1,5.1259263384309905,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,0.8,83.665
12.0,6.0,2,2,1,0,7.0,196.13,0,5.2838634095778865,2.0794415416798357,1.0986122886681096,False,False,False,False,True,False,1.0,15.086923076923076
16.0,7.0,4,5,5,0,3.0,150.76,0,5.022300325626759,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.6666666666666666,8.868235294117646
6.0,15.0,5,4,3,1,10.0,177.28,0,5.183355348078355,2.3978952727983707,1.791759469228055,False,True,False,False,True,False,1.25,25.325714285714287
3.0,28.0,2,5,3,0,47.0,224.8,0,5.419649651715562,3.8712010109078907,1.0986122886681096,False,False,False,False,True,False,0.5,56.2
9.0,15.0,4,2,3,0,3.0,150.72,0,5.022036716820698,1.3862943611198906,1.6094379124341003,False,False,True,False,False,False,1.0,15.072
17.0,17.0,4,1,2,0,8.0,149.55,0,5.014295254927743,2.1972245773362196,1.6094379124341003,False,False,True,False,False,True,1.3333333333333333,8.308333333333334
12.0,17.0,3,1,2,0,7.0,176.54,1,5.179195935640173,2.0794415416798357,1.3862943611198906,False,False,False,False,True,False,1.0,13.58
16.0,33.0,3,5,9,0,1.0,208.2,0,5.343290732190768,0.6931471805599453,1.3862943611198906,False,False,False,False,True,False,0.3,12.24705882352941
0.0,14.0,4,1,6,0,3.0,123.67,1,4.825670246356884,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.5714285714285714,123.67
25.0,8.0,4,2,8,0,2.0,132.12,0,4.8912509770728985,1.0986122886681096,1.6094379124341003,False,False,True,False,False,True,0.4444444444444444,5.081538461538462
20.0,33.0,5,4,10,0,3.0,204.91,0,5.327439180120055,1.3862943611198906,1.791759469228055,False,True,False,False,False,True,0.45454545454545453,9.757619047619048
12.0,12.0,1,3,3,0,6.0,182.37,0,5.211505969561073,1.9459101490553132,0.6931471805599453,False,False,False,False,True,False,0.25,14.028461538461539
7.0,9.0,3,2,1,0,2.0,137.37,0,4.929931256681293,1.0986122886681096,1.3862943611198906,False,False,True,False,False,False,1.5,17.17125
12.0,12.0,4,5,5,0,7.0,199.91,0,5.302857046590068,2.0794415416798357,1.6094379124341003,False,False,False,False,True,False,0.6666666666666666,15.377692307692307
1.0,31.0,4,4,3,1,1.0,149.08,1,5.011168485257914,0.6931471805599453,1.6094379124341003,False,False,True,False,True,False,1.0,74.54
18.0,10.0,3,4,2,0,8.0,144.47,0,4.97996987978537,2.1972245773362196,1.3862943611198906,False,True,False,False,True,False,1.0,7.603684210526316
7.0,9.0,3,1,1,0,4.0,177.56,0,5.184924679192946,1.6094379124341003,1.3862943611198906,False,True,False,False,False,True,1.5,22.195
14.0,31.0,4,2,3,0,8.0,158.19,0,5.0700984573670445,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,1.0,10.546
12.0,7.0,4,5,3,0,12.0,260.82,0,5.567657244751953,2.5649493574615367,1.6094379124341003,False,False,False,False,True,False,1.0,20.063076923076924
16.0,17.0,3,3,2,0,9.0,175.1,0,5.171052015502161,2.302585092994046,1.3862943611198906,False,False,False,False,True,False,1.0,10.299999999999999
30.0,11.0,4,4,3,1,4.0,205.52,0,5.330397260011448,1.6094379124341003,1.6094379124341003,False,False,False,False,True,False,1.0,6.629677419354839
25.0,9.0,6,4,7,0,3.0,179.82,0,5.19750206130922,1.3862943611198906,1.9459101490553132,False,True,False,False,True,False,0.75,6.916153846153846
7.0,23.0,4,1,3,1,3.0,178.68,0,5.191177490990133,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,1.0,22.335
29.0,7.0,4,5,2,1,14.0,315.45,0,5.7571652512213145,2.70805020110221,1.6094379124341003,False,False,False,True,False,True,1.3333333333333333,10.514999999999999
13.0,8.0,3,3,1,0,9.0,294.36,0,5.688194951314488,2.302585092994046,1.3862943611198906,False,False,False,True,True,False,1.5,21.025714285714287
6.0,14.0,1,5,7,0,6.0,131.43,0,4.8860542039388735,1.9459101490553132,0.6931471805599453,False,False,True,False,True,False,0.125,18.775714285714287
10.0,7.0,4,2,6,0,1.0,191.53,0,5.260251985741244,0.6931471805599453,1.6094379124341003,False,True,False,False,False,True,0.5714285714285714,17.41181818181818
1.0,36.0,5,3,3,0,9.0,170.08,1,5.142131283358708,2.302585092994046,1.791759469228055,False,True,False,False,False,True,1.25,85.04
1.0,19.0,4,1,3,0,5.0,151.47,0,5.026967855383815,1.791759469228055,1.6094379124341003,False,False,True,False,False,True,1.0,75.735
23.0,23.0,4,5,6,0,11.0,232.69,0,5.4539954507277155,2.4849066497880004,1.6094379124341003,False,False,False,False,True,False,0.5714285714285714,9.695416666666667
4.0,35.0,4,1,2,0,7.0,154.68,0,5.047802618437695,2.0794415416798357,1.6094379124341003,False,True,False,False,True,False,1.3333333333333333,30.936
13.0,8.0,3,3,1,0,12.0,280.41,0,5.63981268065158,2.5649493574615367,1.3862943611198906,False,False,False,True,True,False,1.5,20.029285714285717
27.0,9.0,5,4,4,0,13.0,200.25,0,5.304547916298673,2.639057329615259,1.791759469228055,False,False,False,False,False,False,1.0,7.151785714285714
10.0,9.0,4,4,6,1,1.0,194.62,0,5.276174001862347,0.6931471805599453,1.6094379124341003,False,True,False,False,True,False,0.5714285714285714,17.69272727272727
31.0,13.0,4,3,10,0,3.0,147.67,0,5.001729084625259,1.3862943611198906,1.6094379124341003,False,False,True,False,False,False,0.36363636363636365,4.6146875
26.0,29.0,3,1,7,0,8.0,242.75,0,5.4961431098779565,2.1972245773362196,1.3862943611198906,True,False,False,False,False,True,0.375,8.99074074074074
5.0,14.0,4,2,3,1,11.0,196.43,0,5.285384091136137,2.4849066497880004,1.6094379124341003,False,False,False,False,False,True,1.0,32.73833333333334
0.0,8.0,1,3,1,0,7.0,165.0,0,5.111987788356544,2.0794415416798357,0.6931471805599453,False,True,False,False,False,True,0.5,165.0
9.0,13.0,2,2,5,0,2.0,120.89,0,4.803118998667745,1.0986122886681096,1.0986122886681096,False,False,True,False,True,False,0.3333333333333333,12.089
9.0,26.0,3,1,2,0,2.0,121.57,0,4.808682295353074,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,1.0,12.157
4.0,16.0,4,5,3,0,11.0,155.72,0,5.054460773636285,2.4849066497880004,1.6094379124341003,False,True,False,False,True,False,1.0,31.144
7.0,14.0,1,3,2,0,8.0,167.99,0,5.129839541574732,2.1972245773362196,0.6931471805599453,False,True,False,False,True,False,0.3333333333333333,20.99875
0.0,10.0,5,1,2,0,8.0,204.0,1,5.3230099791384085,2.1972245773362196,1.791759469228055,False,False,False,False,True,False,1.6666666666666667,204.0
11.0,14.0,1,3,2,0,3.0,126.1,0,4.844974178195408,1.3862943611198906,0.6931471805599453,False,False,True,False,True,False,0.3333333333333333,10.508333333333333
21.0,11.0,4,1,3,1,8.0,166.63,0,5.121759169643187,2.1972245773362196,1.6094379124341003,False,True,False,False,False,True,1.0,7.574090909090909
60.0,27.0,3,1,5,1,0.0,278.75,0,5.633896347192034,0.0,1.3862943611198906,True,False,False,False,True,False,0.5,4.569672131147541
16.0,14.0,3,1,1,0,7.0,124.55,0,4.832704085603594,2.0794415416798357,1.3862943611198906,False,False,True,False,False,True,1.5,7.326470588235294
1.0,32.0,5,4,7,0,2.0,150.46,1,5.020321563685677,1.0986122886681096,1.791759469228055,False,False,True,False,False,False,0.625,75.23
13.0,25.0,3,1,9,1,7.0,127.41,0,4.855228269843183,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,0.3,9.100714285714286
20.0,20.0,3,3,4,1,2.0,145.91,0,4.989820154382335,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,0.6,6.948095238095238
4.0,7.0,5,3,3,0,47.0,209.74,0,5.350625146171382,3.8712010109078907,1.791759469228055,False,False,False,False,False,True,1.25,41.948
5.0,15.0,4,4,5,0,1.0,289.22,0,5.670639256062947,0.6931471805599453,1.6094379124341003,True,False,False,False,False,True,0.6666666666666666,48.20333333333334
8.0,14.0,4,3,1,0,2.0,124.3,0,4.8307108619020225,1.0986122886681096,1.6094379124341003,False,False,True,False,True,False,2.0,13.81111111111111
22.0,24.0,3,2,2,1,7.0,168.04,0,5.130135373307802,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,1.0,7.306086956521739
30.0,16.0,4,3,4,0,4.0,154.42,0,5.046131129781096,1.6094379124341003,1.6094379124341003,False,False,True,False,False,False,0.8,4.981290322580644
14.0,12.0,3,1,4,1,0.0,235.91000000000005,0,5.4676803221776,0.0,1.3862943611198906,False,False,False,False,False,True,0.6,15.727333333333338
1.0,28.0,4,3,3,0,1.0,148.77,1,5.009100784004304,0.6931471805599453,1.6094379124341003,False,False,True,False,True,False,1.0,74.385
10.0,17.0,4,1,3,0,47.0,224.8,0,5.419649651715562,3.8712010109078907,1.6094379124341003,False,False,False,False,False,True,1.0,20.436363636363637
1.0,11.0,3,1,2,0,2.0,149.08,0,5.011168485257914,1.0986122886681096,1.3862943611198906,False,True,False,False,False,True,1.0,74.54
7.0,15.0,4,5,4,0,3.0,188.92,0,5.246602930861358,1.3862943611198906,1.6094379124341003,False,True,False,False,True,False,0.8,23.615
0.0,13.0,4,5,9,0,7.0,168.11,0,5.130549390761593,2.0794415416798357,1.6094379124341003,False,True,False,False,False,True,0.4,168.11
5.0,9.0,4,3,2,0,3.0,155.67,0,5.054141682405396,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,25.944999999999997
11.0,9.0,4,3,6,1,47.0,221.02,0,5.402767467904501,3.8712010109078907,1.6094379124341003,False,True,False,False,False,False,0.5714285714285714,18.418333333333333
11.0,12.0,4,1,9,0,5.0,188.47,0,5.2442307006442705,1.791759469228055,1.6094379124341003,False,True,False,False,True,False,0.4,15.705833333333333
15.0,12.0,2,3,4,1,4.0,146.27,0,4.992267636738071,1.6094379124341003,1.0986122886681096,False,False,True,False,True,False,0.4,9.141875
9.0,8.0,4,3,2,0,0.0,122.74,0,4.818182590102842,0.0,1.6094379124341003,False,False,True,False,False,True,1.3333333333333333,12.274
8.0,24.0,3,5,1,0,4.0,0.0,0,0.0,1.6094379124341003,1.3862943611198906,False,True,False,False,True,False,1.5,0.0
9.0,17.0,3,4,2,0,2.0,122.44,0,4.815755208054905,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,1.0,12.244
10.0,9.0,5,3,3,0,1.0,200.96,0,5.308069657990715,0.6931471805599453,1.791759469228055,False,False,False,False,False,False,1.25,18.26909090909091
0.0,14.0,3,3,1,1,4.0,149.07,0,5.011101851907898,1.6094379124341003,1.3862943611198906,False,True,False,False,True,False,1.5,149.07
12.0,9.0,5,4,3,0,4.0,149.4,0,5.0132984115157395,1.6094379124341003,1.791759469228055,False,False,True,False,False,True,1.25,11.492307692307692
6.0,19.0,3,1,4,0,2.0,134.52,0,4.909119230903745,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,0.6,19.217142857142857
31.0,31.0,2,1,5,1,47.0,219.39,0,5.3953987041986,3.8712010109078907,1.0986122886681096,False,False,False,False,True,False,0.3333333333333333,6.8559375
10.0,33.0,1,3,5,1,3.0,163.97,1,5.105763639187833,1.3862943611198906,0.6931471805599453,False,True,False,False,False,True,0.16666666666666666,14.906363636363636
0.0,12.0,4,2,2,1,0.0,129.26,1,4.869532453118255,0.0,1.6094379124341003,False,False,True,False,False,True,1.3333333333333333,129.26
30.0,8.0,4,2,4,1,3.0,237.26,0,5.473362514371215,1.3862943611198906,1.6094379124341003,True,False,False,False,False,True,0.8,7.653548387096774
20.0,21.0,4,4,11,1,4.0,174.63,1,5.168379509433644,1.6094379124341003,1.6094379124341003,False,False,True,False,False,False,0.3333333333333333,8.315714285714286
17.0,14.0,3,1,7,1,2.0,124.36,0,4.831189598047765,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,0.375,6.908888888888889
1.0,11.0,2,5,4,0,3.0,153.19,0,5.038185608183261,1.3862943611198906,1.0986122886681096,False,False,True,False,True,False,0.4,76.595
29.0,15.0,3,3,3,0,3.0,129.42,0,4.870760011965056,1.3862943611198906,1.3862943611198906,False,False,True,False,True,False,0.75,4.313999999999999
0.0,14.0,3,4,1,0,2.0,124.22,1,4.830072190317164,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,1.5,124.22
1.0,9.0,2,3,3,0,8.0,177.06,0,5.182120572145525,2.1972245773362196,1.0986122886681096,False,True,False,False,True,False,0.5,88.53
11.0,9.0,5,1,7,0,1.0,176.63,0,5.179702735211794,0.6931471805599453,1.791759469228055,False,True,False,False,True,False,0.625,14.719166666666666
22.0,29.0,4,1,5,0,8.0,296.74,0,5.696220622448911,2.1972245773362196,1.6094379124341003,True,False,False,False,True,False,0.6666666666666666,12.901739130434782
24.0,17.0,4,4,4,0,47.0,231.42,0,5.448546079794728,3.8712010109078907,1.6094379124341003,True,False,False,False,False,True,0.8,9.2568
0.0,14.0,3,5,2,1,2.0,123.8,0,4.826712455935327,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,1.0,123.8
9.0,35.0,2,3,3,0,9.0,159.07,0,5.075611219558606,2.302585092994046,1.0986122886681096,False,True,False,False,True,False,0.5,15.907
19.0,27.0,6,5,4,1,8.0,233.51,0,5.457498230900349,2.1972245773362196,1.9459101490553132,False,False,False,False,True,False,1.2,11.6755
23.0,35.0,4,3,1,0,7.0,270.46,0,5.603814798869819,2.0794415416798357,1.6094379124341003,True,False,False,False,False,False,2.0,11.269166666666665
1.0,7.0,4,4,3,0,5.0,163.16,0,5.100841561982405,1.791759469228055,1.6094379124341003,False,False,True,False,True,False,1.0,81.58
22.0,7.0,3,3,5,0,0.0,253.79,0,5.540439676460028,0.0,1.3862943611198906,True,False,False,False,False,True,0.5,11.034347826086956
4.0,9.0,3,5,2,1,3.0,130.65,0,4.8801468859423185,1.3862943611198906,1.3862943611198906,False,False,True,False,True,False,1.0,26.130000000000003
4.0,32.0,5,4,4,1,47.0,215.94,1,5.3796208176120714,3.8712010109078907,1.791759469228055,False,False,False,False,False,True,1.0,43.188
13.0,8.0,3,4,8,0,3.0,157.15,0,5.063543949751658,1.3862943611198906,1.3862943611198906,False,True,False,False,True,False,0.3333333333333333,11.225
1.0,16.0,5,5,5,0,3.0,169.0,1,5.135798437050262,1.3862943611198906,1.791759469228055,False,False,True,False,False,False,0.8333333333333334,84.5
6.0,14.0,3,2,1,0,2.0,125.0,0,4.836281906951478,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,1.5,17.857142857142858
5.0,36.0,5,1,3,0,8.0,179.68,0,5.1967275107864035,2.1972245773362196,1.791759469228055,False,True,False,False,True,False,1.25,29.94666666666667
15.0,16.0,3,5,1,0,9.0,267.99,0,5.594674204189652,2.302585092994046,1.3862943611198906,True,False,False,False,False,False,1.5,16.749375
6.0,17.0,4,3,8,0,4.0,159.33,0,5.077234191200746,1.6094379124341003,1.6094379124341003,False,False,True,False,True,False,0.4444444444444444,22.761428571428574
15.0,8.0,3,3,1,1,10.0,278.61,0,5.633395775099203,2.3978952727983707,1.3862943611198906,True,False,False,False,True,False,1.5,17.413125
15.0,11.0,6,4,8,0,3.0,189.3,0,5.248601774302104,1.3862943611198906,1.9459101490553132,False,True,False,False,True,False,0.6666666666666666,11.83125
